rule_id,rule_family,rule_description,split,price_scenario,haircut,group_type,group,positions,events,cities,price_bins,buy_usd,net_pnl,roi_on_buy_usd,win_rate,median_pnl,median_roi,max_single_loss,top1_profit_share_of_net,top5_profit_share_of_net,top10_profit_share_of_net,leave_top1_out_net_pnl,leave_top5_out_net_pnl,weather_date_sequence_drawdown,delta_vs_hold_pnl,saved_loser_to_profit_count,roundtrip_2x_loss_improved_count,roundtrip_2x_loss_saved_to_profit_count,premature_correct_sell_loss_count,premature_correct_sell_loss_usd,max_city_abs_pnl_share,max_price_bin_abs_pnl_share
tp_1_5x_sell_50pct,single_take_profit,1.5x触发后卖出50%当前已买入且未卖出的份额，剩余持有结算,validation,haircut_0_8,0.8,all_yes,all_yes,998,456,41,6,16372.431303350348,4978.419422262454,0.3040733126327855,0.23346693386773548,-2.8631510000000002,-0.48478822551189205,-168.41334300134858,0.14247413483235288,0.5860090728747125,1.0126980419239258,4269.1234222430285,2061.0204722409717,1133.4936144464664,-1631.5605653871994,118,406,118,113,6214.0612153508,0.11953520954639037,0.36017626147246595
tp_1_5x_sell_50pct,single_take_profit,1.5x触发后卖出50%当前已买入且未卖出的份额，剩余持有结算,validation,haircut_0_9,0.9,all_yes,all_yes,998,456,41,6,16372.431303350348,5653.099351349803,0.3452816045832478,0.250501002004008,-2.537503445,-0.2802548488854728,-168.41334300134858,0.125473825230059,0.5165278587089172,0.8923793147995343,4943.7833513303785,2733.116048328321,1084.3729423173525,-956.8806362998494,135,474,135,115,6114.22547546815,0.12025360929713595,0.34879702258857703
tp_1_5x_sell_50pct,single_take_profit,1.5x触发后卖出50%当前已买入且未卖出的份额，剩余持有结算,validation,sampled_1_0,1.0,all_yes,all_yes,998,456,41,6,16372.431303350348,6567.400779668653,0.4011255663857782,0.2655310621242485,-2.2474999999999996,-0.24313627316434971,-147.66006298479599,0.1080021646029666,0.44412489565904667,0.7676942692624283,5858.107279649228,3650.6545936471707,898.3882721285026,-42.579207980999826,150,541,150,115,5956.36426728625,0.12366270173002333,0.32262024305230586
tp_1_5x_sell_75pct,single_take_profit,1.5x触发后卖出75%当前已买入且未卖出的份额，剩余持有结算,validation,haircut_0_8,0.8,all_yes,all_yes,998,456,41,6,16372.431303350348,4162.639139568854,0.2542468532891043,0.46693386773547096,-0.9848650029749995,-0.22718233826783799,-168.41334300134858,0.1701362948537448,0.6557624695529604,1.081614325730758,3454.423139549429,1432.9366175473724,1141.1614091776667,-2447.340848080799,351,406,256,113,9321.0918230262,0.13357638781815795,0.419874858453828
tp_1_5x_sell_75pct,single_take_profit,1.5x触发后卖出75%当前已买入且未卖出的份额，剩余持有结算,validation,haircut_0_9,0.9,all_yes,all_yes,998,456,41,6,16372.431303350348,5174.659033199879,0.31605929121479776,0.5140280561122245,0.08036424220237887,0.07961772667179082,-168.41334300134858,0.1368681483118828,0.5282626418442696,0.8719086393002838,4466.413033180454,2441.0799816783965,1058.999125742342,-1435.3209544497743,398,474,302,115,9171.338213202225,0.13051338112897543,0.3896381625174231
tp_1_5x_sell_75pct,single_take_profit,1.5x触发后卖出75%当前已买入且未卖出的份额，剩余持有结算,validation,sampled_1_0,1.0,all_yes,all_yes,998,456,41,6,16372.431303350348,6546.111175678154,0.3998252339185934,0.5501002004008017,0.5347400062499998,0.13529559025347548,-147.5248999936,0.10818824047027538,0.4168464761429592,0.6907871760918435,5837.898925658728,3817.3877996566716,739.0497767035026,-63.86881197149958,434,541,340,115,8934.546400929376,0.1317169946439539,0.33931276278573586
tp_2_0x_sell_100pct,single_take_profit,2x触发后卖出100%当前已买入且未卖出的份额，剩余持有结算,validation,haircut_0_8,0.8,all_yes,all_yes,998,456,41,6,16372.431303350348,1731.905510182854,0.10578181566890729,0.4308617234468938,-2.0497870008899994,-0.9246652516372916,-340.113900006208,0.30408471415420224,1.2967598332598083,1.8453001647814788,1205.259518176813,-513.959990423607,1652.6291592556663,-4878.074477466799,315,392,314,109,12619.4153705104,0.1387542041803504,0.5778537114647964
tp_2_0x_sell_100pct,single_take_profit,2x触发后卖出100%当前已买入且未卖出的份额，剩余持有结算,validation,haircut_0_9,0.9,all_yes,all_yes,998,456,41,6,16372.431303350348,3658.845808825504,0.22347602143102482,0.4749498997995992,-0.9354,-0.30478268065842407,-340.113900006208,0.14423551949991711,0.6234093976576316,0.9655502704752856,3131.110282819463,1377.8869470234467,1626.0023140615665,-2951.1341788241493,359,450,356,111,12164.1400427397,0.14816691366876042,0.5031883821144715
tp_2_0x_sell_100pct,single_take_profit,2x触发后卖出100%当前已买入且未卖出的份额，剩余持有结算,validation,sampled_1_0,1.0,all_yes,all_yes,998,456,41,6,16372.431303350348,7793.182007603653,0.47599417967989316,0.5120240480961924,0.19641000092800098,0.17718132388782698,-168.41334300134858,0.09077242124323841,0.32860385700255584,0.5620749222498918,7085.776007584228,5232.312341582171,676.2609515377167,1183.2020199540004,396,514,395,113,10685.098358449,0.1570843738176259,0.26415516618836515
tp_2_0x_sell_25pct,single_take_profit,2x触发后卖出25%当前已买入且未卖出的份额，剩余持有结算,validation,haircut_0_8,0.8,all_yes,all_yes,998,456,41,6,16372.431303350348,5390.461368282953,0.3292401274073377,0.14128256513026052,-4.847643492565499,-0.9811663129093229,-340.113900006208,0.13346052199520705,0.56240312811975,0.9966880786019792,4671.047580276912,2358.8490327519526,1275.0479414464025,-1219.5186193666996,26,392,26,109,3154.8538426275995,0.12123445721197511,0.33523886461083247
